name,datetiem,text,rate
黄小邪,2018-04-10,老中青三代人或许都是导演的化身。自恋自傲与自暴自弃的结合体，悲观与执着两面物。剪到200分钟或三小时以内会更有力量，因为最后一小时神形有些散了。音效还可以更好。运动长镜头与表演贴合很好，画面暗乌的雾霾感是时间紧成本低还是导演故意追求的效果？点题说教的话有点多了，想起杨德昌《麻将》。,推荐
name,datetiem,text,rate
Colman,2018-03-27,对彭昱畅简直路转粉,推荐
寒枝雀静,2018-08-06,C / 棍棒放下又拾起，解释欲言而又多余，包括始终控制着凝视的视角、距离与时间的长镜头，都引而不发地构成一种关于暴力的修辞。相比影像的强大统治力文本的缺陷反而明显许多。其弊病不在于是否符合现实逻辑，而在于无法为这一切人物同质化的虚无状态创设足够有说服力的情境——哪怕构造一个更具魔幻色彩的情境，也可能比现在这个“现实”的情境更真实。尽管导演的目的应是一种“完成时”，观众却总需要一定程度的“进行时”作为理解的潜在基础。多线程的叙事结构也一定程度上稀释了这种力量感，个人的确会期待更精简更凝聚的版本。,推荐
HarperDie,2018-02-21,两星半。胡迁230分钟影像上的探索，对华语片有着极高价值。四条主线相互交叉，描摹人性悲哀。然而后期工作未完成只是部分问题，台词书面语与口语混杂不清，对话为配合叙事节奏造成的不适衬都颇为明显。人物意图某种程度上像是导演看待世界的心情碎片集合，黑暗、看不到多少希望。,还行
影志,2018-11-16,“其他事让我感觉更差”、“人活着呀，是不会好的，会一直痛苦…以为换了个地方会好，好个屁啊，在新的地方会继续痛苦” 绝望孤独，电影拍的都还行，就是人物对白太戾气和负能量，生活中有，但不会喊出来…这是导演独特的地方，但也是他偏执的一面。“那边有个更好的地方，但你不能去，你去了，就解决不好这的问题”,推荐
吃菜大王,2018-06-11,台词可以全部截了发豆瓣！生活就是一个垃圾堆，每天都会堆一堆的垃圾，不停的清理了还是会有垃圾不停冒出来,推荐
么么哒,2018-11-18,实至名归很优秀，恭喜,推荐
晚不安,2018-08-06,华语影坛不可多得的勇敢之作，胡波显然是一个未来可期的新作者。可以肯定的是，如果剪成两个小时，这部电影就不成立了。连绵的长镜头（调度手法）和虚焦（美学观念），以及导演以死捍卫的完整性，都是为了让观众尽可能沉浸在绝望的情绪中，从而切身体会人物的命运。美中不足的是，当电影体量相较小说文本扩容以后，以多起死亡串联的戏剧性稍显刻意，冲淡了原作中弥漫的虚无感，但又用影像空间对此进行弥补。总的来说，是一部有后劲的电影——后劲不在于生命的沉沦，而在于微茫的希望。不只因为去往满洲里这个荒诞行径所具有的隐秘的暖意，更因为“那边”再好也要留在“这边”解决问题的正向态度。这种面对艺术与生活的决绝与积极，将是我们今后不断怀念胡波的原因。,推荐
杨三疯,2018-09-15,对不起胡波，我不喜欢却认真看完。片子截取了现今老中青三代，对他们的集体疏离、集体丧和集体无理进行批判，所有人物都没什么礼貌而言，纵然是这狗逼的世界充满着狗逼的人，但太多矫情和说教成份，让文本想要的立意肤浅了不少，也毁了独特的视觉呈现风格。抛开低成本、作者性和独特风格外问题很大（就我看的版本）：1摄影打光变焦问题多2长镜头使正反打消失但后脑勺比正脸多3文本台词硬伤和尬，笑场几次4女主餐厅幽会似乎剪辑硬伤54s店老板儿子上全市最烂中学？这是最美好愿望6买票情节硬伤7无效剧情多8踢键子也是硬伤……但这一切硬伤都随着夜晚几声大象叫戛然而止，又开始喜欢。,较差
迟迟,2018-07-23,长镜头大特写，四条线在尾声汇合之后才有了全景。“爱是沉默着行进与牺牲”，在极度压抑的四个小时内勃发出向死而生的激昂。还是有些青涩，角色的对白都像一个人说的，文学性太强而掩盖视听，就是胡波的小说变成了影像。声音很好但有的配乐进得怪怪的。胡波的母亲在现场，而故事里就有丧子的母亲。,推荐
盲忙,2018-11-13,看看周围，每个人都活着，但他们的心已经死了。生猛，粗砺，看似漫不经心的讲述，实则是十分精妙的布局，就像建造了一个蜿蜒曲折的迷宫，将中国人形形色色的愁苦都小心地隐藏其中。撕开灰暗空气中的雾霾，逃到有大象低吼的地方去，可沉积在心中的霾，又要怎么才能散的去？,力荐
zzy花岗岩,2018-09-23,丧到骨子里，看的我心烦意乱...,推荐
Debussy,2018-09-28,首先，要表达对导演十二分的哀悼和敬意。但这片子的质量，你非说比托米韦素的房间高明到哪去我也没办法～我是个实诚人，衷心希望大家在艺术评论这件事上也都实诚一点～,很差
津五渡,2018-08-06,又是一片苍茫，又是无爱的狗13的世界。老人、孩子、长大的孩子，各有各的无爱境遇，所遇尽皆虚伪，“暴力”假“亲人”身份以行，压得人透不过气来。电影虽然戏剧一些，但没有让人感到失真。影片也没有完全陷入绝望，借老人之口告诉我们，心中要有个美好的“那边”，那边大象席地而坐，那边是希望，但要不去那边才能解决好“这边”的问题。这才是人生。这番话也让我觉得胡波不是没有思想的悲观。比《血观音》好，放去年血观音能拿金马，那《大象》也能。,力荐
丁一,2018-11-21,胡波在满洲里电影院门口，跟二道贩子黄牛党王小帅买了一张票，要去看偶像贝拉塔尔。胡波没想到，王小帅卖给他的是一张假电影票,还行
北岛淳子,2018-11-12,满满的个人意志，但这世上有很多人真的就是这样厌世，这个世界也真的常常这样充满毁灭性。电影不在讲故事，是在讲情绪；不是拍人物，而是拍内心的状态；甚至根本就不存在绝望，而是连绝望都不能拥有，只能选择呼吸，选择冷冷地接受。电影里的氛围和戏院里的冷气一样，看得人手脚冰凉。极度压抑、冰冷的致郁电影。世界是一片荒原，脚下踩着石头和烂泥，头顶是灰茫一片，天上明明有光，但却照不到地上。活着就是巨大的麻烦，活着就是剧烈的痛苦——电影用一个漫长而冷酷的白昼，写下两行醒目的大字。对待残酷现实施加的暴行，如果不用暴力反抗，就只能被淹没，只能坠落，是人类的愚昧、丑陋、险恶和种种罪孽逼迫我们，而有一只大象的满洲里是世间唯一最后的救赎。纪实般的镜头抹掉了演员身上的表演痕迹，彭昱畅真是让人刮目相看。,推荐
殇潮|Enigma,2018-08-10,没有营养的丧逼电影，诉说一群轴逼互相伤害的故事，然鹅我并没有兴趣知道,较差
诸恶莫作,2018-08-02,从电影的观点出发，胡波极其狭隘且极端，不寻出口不懂反抗。即便他现在活着，以后也是必死无疑。就电影本身来看，影像的表达应该是一种手段，而不是目的。所谓的真实其实并非真实，导演主观的操控，把客观一切抹杀。废镜太多，当然这是导演的决定无可厚非。,还行
电个爆炸头,2018-11-14,电影过长，存在大量废戏，表演及对白的生硬感更是让人如坐针毡，但如此长度既是它的缺点，也在无意间成为了某种辅助，以长度增加密度，恰好让情绪的感染更加渗入，加之以全片昏暗的光线使用，戾气，暴躁，阴郁，怨怒，苦涩等厌世感也由此朝周遭四处逃逸般弥漫开来，最终流窜到城市的荒原之外，流窜到大象的低鸣面前，此时你又兀自发现了《东邪西毒》中那边的山的代指：事实上，生活不在别处，此处和别处一样糟糕透顶，痛苦是大面积的，满洲里的那只大象其实就是自己。而我又相信，片中的人物早就明白了这一点，他们始终决定要来到大象面前，不是因为逃避，不是要在此找到希望，而是基于另外一个理由，我固然理解这种理由是什么，却不能赞同这样寻找理由的方式（影片的拍摄方式），它太过压抑了，太过不成熟了，而这本来是导演的相反面目才对。,还行
饮歌,2018-09-13,最终，我们都成了那头席地而坐的大象，生活就是那座动物园，现实就是那个一直拿着棍子抽打我们的人，而满洲里则是那个永远到不了的、可能如“地狱”般的天堂；无论我们选择面对、逃避还是毁灭，都无法改变周遭一切可憎的面目。230分钟，是胡波的偏执，更是我们的幸运。,力荐
yangzilan,2018-11-19,昨天看了一下，很深刻，剧情不错。难怪得了金马奖最佳剧情片。,力荐
name,datetiem,text,rate
superose,2018-03-24,在匮乏的制作成本下达到了非常高的完成度 精妙的台词设计 糟糕的录音 在“还有更好的办法吗”中一路向下的所有人 三个主角少年青年老年可能也是一个人 很抱歉看不到导演的下一部作品 希望金马看到你,力荐
瓜子酱,2018-11-15,为胡波感到无比地哀伤与惋惜。《大象》于我，是要从头到尾拉片的，有机会一定要支持正版碟。本届金马，娄烨的《风中》是大师之作，是我所认为的本届金马第一；而《大象》虽有缺憾，但才华四溢，锋芒尽露，是本年度最接近“伟大”一词的电影。有必要说一下这样的戏剧性是不能称之为“刻意的”，这样深到骨子里的绝望也绝不仅仅是中国愤青骂街而已。它们对应着胡波本人的命运：好端端的怎么就这样了？是啊，这一个中国，好端端的怎么就这样了？,力荐
三十二靡,2018-08-12,为什么舍不得剪掉一半,还行
Q·ian·Sivan,2018-11-19,"—— 致鬱至極「人活著呀, 是不會好的. 會一直痛苦, 一直痛苦. 從出生的時候開始, 就一直痛苦. 以為換了個地方會好, 好個屁呀, 會在新的地方痛苦.」「我的生活就是一堆破爛, 每天堆到我跟前. 我清一棍, 就有新的堆過來. → 大家不都這樣嗎? 你意思就你受不了了.」「你說什麼? → 我還能怎麼辦?」「你能去任何地方, 可以去. 到了就發現, 沒什麼不一樣.」「你站在這裡, 你可以看到那邊那個地方. 你想那邊一定比這好， 但你不能去, 你不去, 才能解決好這的問題.」",推荐
